Ticker,Sector,28-Dec-17,1-Jan-18,2-Jan-18,3-Jan-18,4-Jan-18,7-Jan-18,8-Jan-18,9-Jan-18,10-Jan-18,11-Jan-18,14-Jan-18,15-Jan-18,16-Jan-18,17-Jan-18,18-Jan-18,21-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,25-Jan-18,28-Jan-18,29-Jan-18,30-Jan-18,31-Jan-18,1-Feb-18,4-Feb-18,5-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,11-Feb-18,12-Feb-18,13-Feb-18,14-Feb-18,15-Feb-18,18-Feb-18,19-Feb-18,20-Feb-18,22-Feb-18,25-Feb-18,26-Feb-18,27-Feb-18,28-Feb-18,1-Mar-18,4-Mar-18,5-Mar-18,6-Mar-18,
APEXFOOT,Tannery," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "," 11,250,000 "
APEXFOODS,Foods & Allied," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "," 5,702,400 "
APEXSPINN,Textile," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "," 8,400,000 "
APEXTANRY,Tannery," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "," 15,240,000 "
APEXWEAV,Textile, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
APOLOISPAT,Industrial," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "," 389,620,000 "
ARAMIT,Industrial," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "," 6,000,000 "
ARAMITCEM,Cement," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "," 33,880,000 "
ARGONDENIM,Textile," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "," 119,977,200 "
ASIAINS,General Insurance," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "," 47,069,859 "
ASIAPACINS,General Insurance," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "," 42,350,000 "
ATCSLGF,Mutual Fund," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "," 61,786,051 "
ATLASBANG,Industrial," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "," 30,115,555 "
AZADIPRIN,Paper & Print, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
AZIZPIPES,Industrial," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "," 5,092,500 "
BANGAS,Foods & Allied," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "," 6,314,406 "
BANGLAPRO,Pharmaceuticals, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
BANKASIA,Bank," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "," 987,011,107 "
BATASHOE,Tannery," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "," 13,680,000 "
BATBC,Foods & Allied," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "
BAYLEASING,NBFI," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "," 130,906,800 "
BDAUTOCA,Industrial," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "," 3,862,511 "
BBS,Industrial," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "," 128,240,640 "
BDCOM,IT," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "," 46,522,137 "
BDFINANCE,NBFI," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "," 125,867,476 "
BDHOTELS,Tourism & Leisure, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
BDLAMPS,Industrial," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "," 9,370,608 "
BDPLANT,Foods & Allied, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
BDSERVICE,Tourism & Leisure," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "," 70,861,533 "
BDTHAI,Industrial," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "," 120,893,925 "
BDWELDING,Fuel & Power," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "," 40,876,290 "
BEACHHATCH,Foods & Allied," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "," 41,401,021 "
BEACONPHAR,Pharmaceuticals," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "," 231,000,000 "
